,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
184,1,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,1,1
185,2,2,1,0,0,0,0,0,0,0,0,2,0,5,1,0,0,5,0,3,0,3,1
186,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1
187,1,4,2,1,0,0,0,8,0,2,1,3,0,5,0,0,0,1,1,2,2,1,0
188,1,4,0,0,0,0,0,0,2,0,0,1,1,5,1,0,0,1,0,4,0,0,1
189,1,4,2,1,0,0,0,2,2,0,0,3,1,3,0,0,0,4,1,4,1,2,0
190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,3,0,0,1,0,0,0,0,0,0,2,0,1,2,1,1,0,1,1,1,1,1,1
192,4,4,2,1,0,0,0,0,0,0,0,3,1,3,0,0,0,3,1,0,0,2,0
193,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,4,4,2,1,0,0,0,0,0,1,1,3,1,3,0,0,0,4,1,4,0,2,0
195,1,1,3,2,0,0,0,5,2,1,1,1,0,6,1,0,0,4,1,2,0,0,0
196,2,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,5,0,2,0,3,1
197,1,4,1,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,1,0,1,1
198,1,4,2,1,0,0,0,0,2,0,1,3,1,3,0,0,0,7,1,0,0,1,0
199,1,1,1,0,0,0,0,1,0,0,0,1,1,5,1,0,0,1,0,0,0,0,1
200,6,4,3,2,0,0,0,2,5,1,1,1,0,0,1,0,0,4,1,2,0,0,0
201,2,0,1,0,0,0,0,0,0,0,0,2,0,8,1,0,0,2,0,3,1,3,1
202,1,4,1,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,0,0,0,1,1
203,1,1,0,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,4,2,0,1
204,3,0,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,1,1,0,2,1,1
205,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
206,6,1,0,0,0,0,0,0,0,2,0,4,0,5,1,0,0,2,0,0,0,0,1
207,4,5,5,0,0,1,0,4,6,0,0,3,0,9,1,0,1,1,1,0,1,1,1
208,3,4,3,2,0,0,0,3,4,1,1,1,0,8,1,0,0,4,1,1,0,1,0
209,4,4,2,1,0,0,0,2,0,1,0,3,1,3,0,0,0,3,1,0,0,1,0
210,3,4,3,0,0,0,0,0,0,0,2,1,1,5,1,0,0,4,0,3,1,1,0
211,1,4,1,0,0,0,0,2,1,0,0,1,1,2,1,0,0,1,0,1,0,1,1
212,4,4,5,0,0,2,0,4,6,0,0,3,0,9,1,0,1,1,1,0,1,3,1
213,6,4,2,1,0,0,0,2,0,0,1,3,1,3,0,0,0,4,1,0,1,1,0
214,1,1,1,0,0,0,0,2,1,0,0,1,1,5,1,0,0,1,0,1,2,1,1
215,2,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5,0,3,1,0,1
216,4,4,1,0,0,1,0,4,6,0,0,3,0,9,1,0,1,1,1,0,1,2,1
217,1,1,0,0,0,0,0,2,0,0,0,1,1,5,1,0,0,1,0,1,0,1,1
218,6,1,3,2,0,0,0,3,5,1,1,1,0,8,1,0,0,4,1,2,2,0,0
219,3,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,3,2,0,1
220,6,4,2,1,0,0,0,0,2,1,1,3,1,3,0,0,0,4,1,0,1,0,0
221,5,5,2,1,1,0,0,0,0,0,0,3,0,4,1,0,0,1,0,0,1,0,1
222,6,4,2,1,0,0,0,0,0,1,1,3,1,3,0,0,0,7,1,0,0,0,0
223,5,5,2,1,1,0,0,7,3,0,0,3,0,5,1,0,0,1,0,5,1,0,1
224,1,1,1,0,0,0,0,1,1,0,0,1,1,7,1,0,0,1,0,0,2,1,1
225,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1
226,2,2,1,0,0,0,0,0,0,0,0,2,0,8,1,0,0,5,0,3,1,3,1
227,3,1,3,2,0,0,0,2,4,1,1,1,0,0,1,0,0,4,1,1,0,0,0
228,1,1,0,0,0,0,0,1,2,0,0,1,1,5,1,0,0,1,0,4,0,1,1
229,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,1,2,4,1
230,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,1
231,3,2,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5,0,3,1,3,1
232,1,1,0,0,0,0,0,2,1,0,0,1,1,7,1,0,0,1,0,4,0,1,1
233,3,3,0,1,0,0,0,0,0,3,2,0,1,6,1,1,0,1,1,0,2,0,1
234,1,4,2,1,0,0,0,2,2,1,1,3,1,3,0,0,0,3,1,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
236,2,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,2,0,3,1,3,1
237,1,1,1,0,0,0,0,2,1,0,0,1,1,2,1,0,0,1,0,4,0,1,1
238,3,4,3,2,0,0,0,2,2,1,1,1,0,0,1,0,0,4,1,1,0,1,0
239,1,4,0,0,0,0,0,2,1,0,0,1,1,5,1,0,0,1,0,4,2,1,1
240,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
241,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
242,6,4,3,2,0,0,0,5,4,1,1,1,0,0,1,0,0,4,1,2,2,1,0
243,3,1,3,2,0,0,0,5,2,1,1,1,0,8,1,0,0,4,1,2,2,0,0
244,0,4,3,0,0,0,0,0,0,3,0,1,1,5,1,0,0,4,0,1,1,1,0
245,0,4,3,0,0,0,0,0,0,0,2,1,1,0,1,0,0,4,0,7,1,0,0
246,1,4,0,0,0,0,0,1,2,0,0,1,1,7,1,0,0,1,0,0,0,0,1
247,1,4,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,6,1,3,1,0,0
248,3,2,1,0,0,0,0,0,0,0,0,2,0,8,1,0,0,5,0,2,0,3,1
249,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
250,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1
251,4,4,6,0,0,1,0,4,6,0,0,3,0,9,1,0,1,1,1,0,1,3,1
252,1,4,2,1,0,0,0,2,0,0,1,3,1,3,0,0,0,7,1,4,0,2,0
253,1,4,2,1,0,0,0,2,2,1,1,3,1,3,0,0,0,7,1,4,1,1,0
254,1,4,2,1,0,0,0,2,0,0,1,3,1,3,0,0,0,3,1,4,0,0,0
255,1,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,3,1,0,0,1,0
256,1,4,2,1,0,0,0,2,0,1,1,3,1,3,0,0,0,4,1,4,1,0,0
257,1,4,3,2,0,0,0,5,4,1,1,1,0,0,1,0,0,4,1,1,2,1,0
258,1,4,3,2,0,0,0,3,4,1,1,1,0,0,1,0,0,4,1,2,2,0,0
259,1,4,1,0,0,0,0,0,0,0,0,1,1,5,0,1,0,5,0,2,1,1,1
260,3,0,0,1,0,0,0,0,0,3,0,0,1,2,1,1,0,1,1,3,2,0,1
261,4,4,5,0,0,1,0,4,6,0,0,3,0,2,1,0,1,1,1,0,1,0,1
262,1,1,3,4,0,0,0,0,0,3,0,3,0,5,0,0,0,1,1,3,0,0,1
263,3,1,3,2,0,0,0,2,5,1,1,1,0,6,1,0,0,4,1,2,0,1,0
264,0,4,3,0,0,0,0,0,0,0,2,1,1,6,1,0,0,4,0,7,1,1,0
265,6,4,3,2,0,0,0,2,2,1,1,1,0,8,1,0,0,4,1,2,0,1,0
266,3,3,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,0,2,1,1
267,3,2,2,0,1,0,0,0,0,0,1,3,0,0,1,1,0,1,1,1,1,0,1
268,1,4,1,0,0,0,0,0,0,0,0,1,0,8,0,1,0,6,1,3,2,0,0
269,3,0,3,0,0,0,0,0,0,0,0,1,1,5,1,0,0,4,0,7,1,1,0
270,4,4,2,1,0,0,0,0,2,0,0,3,1,3,0,0,0,4,1,0,1,2,0
271,1,4,0,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,0,0,0,1
272,1,4,3,4,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,8,0,0,1
273,1,1,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,1,0,0,0,0,1
274,4,4,2,1,0,0,0,2,2,0,1,3,1,3,0,0,0,7,1,0,1,0,0
275,4,4,2,1,0,0,0,2,0,1,0,3,1,3,0,0,0,4,1,4,1,2,0
276,3,4,3,2,0,0,0,5,2,1,1,1,0,6,1,0,0,4,1,2,2,0,0
277,3,0,2,0,1,0,0,0,0,0,1,3,0,8,1,1,0,1,1,1,2,2,1
278,6,4,2,1,0,0,0,0,0,0,0,3,1,3,0,0,0,7,1,0,0,2,0
279,3,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,2,0,2,0,0,1
280,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,1,1
281,1,4,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,6,1,3,2,0,0
282,4,5,5,0,0,2,0,4,6,0,0,3,0,2,1,0,1,1,1,0,1,3,1
283,0,0,3,0,0,0,0,0,0,3,0,1,1,6,1,0,0,4,0,3,1,0,0
284,1,1,3,4,0,0,0,0,0,3,0,3,0,6,0,0,0,1,1,9,0,1,1
285,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0
286,1,4,2,1,0,0,0,0,2,0,0,3,1,3,0,0,0,4,1,0,1,2,0
287,1,4,2,1,0,0,0,0,2,0,1,3,1,3,0,0,0,3,1,0,0,0,0
288,1,4,0,0,0,0,0,2,0,0,0,1,1,2,1,0,0,1,0,1,2,1,1
